LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
120000.0,2,3,1,50,0,0,0,0,0,5500.0,4200.0,4552.0,3100.0,6416.0,0.0,0
30000.0,2,2,2,23,2,2,0,0,2,7000.0,0.0,1200.0,3000.0,0.0,2000.0,1
30000.0,2,2,2,22,0,2,0,0,0,3500.0,0.0,3500.0,694.0,343.0,266.0,0
150000.0,2,1,1,45,0,0,0,0,0,3575.0,3647.0,3678.0,3793.0,3835.0,3952.0,0
120000.0,2,3,1,43,0,0,0,0,0,4201.0,5001.0,4134.0,2700.0,3000.0,5030.0,0
80000.0,1,3,1,47,0,0,0,0,0,3369.0,1688.0,694.0,44492.0,1455.0,1365.0,1
110000.0,2,2,1,42,0,0,0,0,0,776.0,776.0,776.0,776.0,926.0,776.0,0
250000.0,1,3,1,50,0,0,0,0,2,9316.0,9637.0,9765.0,10021.0,20300.0,10023.0,0
290000.0,2,2,2,29,0,0,0,0,0,1130.0,1502.0,1300.0,500.0,1000.0,1001.0,0
300000.0,2,1,2,28,0,0,0,0,0,2259.0,0.0,12880.0,2500.0,200.0,280.0,0
80000.0,2,2,1,37,1,0,0,0,0,21.0,1819.0,5000.0,4000.0,4000.0,1894.0,1
50000.0,2,2,2,24,0,0,0,0,0,3015.0,3025.0,2029.0,2015.0,1001.0,2000.0,0
50000.0,2,1,2,24,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
60000.0,2,3,1,48,0,0,0,0,0,2300.0,2200.0,1900.0,1191.0,1219.0,7971.0,0
470000.0,2,2,2,32,0,0,0,0,0,5000.0,4500.0,2505.0,50000.0,3000.0,3000.0,0
80000.0,1,2,2,41,0,0,0,0,0,3500.0,4000.0,3900.0,2000.0,2000.0,1500.0,0
150000.0,2,1,1,36,0,0,0,0,0,1635.0,1700.0,1600.0,1507.0,1719.0,2000.0,0
110000.0,1,2,2,24,0,0,0,0,0,2103.0,2005.0,2006.0,3006.0,3010.0,2013.0,1
50000.0,1,2,1,38,0,0,0,0,0,1200.0,1200.0,1020.0,0.0,0.0,7000.0,1
100000.0,2,1,2,30,0,0,0,0,0,35993.0,2772.0,0.0,0.0,0.0,0.0,0
260000.0,2,1,2,30,0,0,0,0,0,10000.0,8000.0,6000.0,7000.0,7000.0,6000.0,0
20000.0,2,3,2,36,0,2,2,2,2,2400.0,1600.0,0.0,1600.0,209.0,0.0,1
170000.0,2,1,1,35,0,0,0,0,0,1512.0,2800.0,21881.0,0.0,6780.0,530.0,0
30000.0,1,1,1,38,8,6,5,4,3,0.0,0.0,0.0,0.0,0.0,0.0,1
400000.0,2,2,1,42,0,0,0,0,0,641.0,1290.0,29.0,0.0,3.0,703.0,0
280000.0,2,2,2,26,0,0,0,0,0,3165.0,20014.0,50014.0,5015.0,4518.0,4609.0,0
30000.0,2,2,2,21,0,0,0,0,0,780.0,3260.0,4311.0,1551.0,0.0,0.0,0
210000.0,1,1,2,30,0,0,0,0,0,0.0,1000.0,15385.0,5302.0,5112.0,4213.0,0
190000.0,2,2,1,43,1,0,0,0,0,0.0,9021.0,6000.0,5489.0,5670.0,6000.0,1
500000.0,1,1,1,49,0,0,0,0,0,1320.0,1320.0,1320.0,1320.0,1320.0,1320.0,0
200000.0,2,3,1,41,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,504.0,0
160000.0,2,1,2,36,1,0,0,0,0,0.0,5677.0,4197.0,4509.0,4412.0,4228.0,0
100000.0,2,2,1,40,0,0,0,0,0,1466.0,4091.0,3020.0,5955.0,0.0,2835.0,0
500000.0,2,2,1,33,0,0,0,0,0,15021.0,1408.0,392.0,7000.0,4528.0,22021.0,0
130000.0,2,3,2,53,0,0,0,0,0,3615.0,4700.0,3200.0,3403.0,3300.0,3500.0,0
20000.0,1,1,2,30,0,2,0,0,0,6500.0,84.0,7171.0,1000.0,1000.0,2000.0,0
320000.0,1,2,2,37,0,0,0,0,0,5001.0,2009.0,5001.0,15001.0,3011.0,6001.0,0
80000.0,2,1,2,24,0,0,0,0,0,1732.0,1771.0,1714.0,1632.0,1687.0,1749.0,0
10000.0,2,3,2,22,0,2,0,0,0,2452.0,7.0,308.0,320.0,328.0,1000.0,1
100000.0,2,1,2,28,1,0,0,0,0,0.0,0.0,0.0,0.0,281.0,0.0,1
220000.0,1,1,1,48,2,0,0,0,0,9202.0,26390.0,13007.0,0.0,20018.0,14661.0,0
150000.0,1,1,2,35,1,2,2,2,2,6000.0,4500.0,5100.0,5322.0,20.0,5033.0,0
110000.0,2,1,2,27,0,0,0,0,0,4000.0,4800.0,4300.0,4300.0,4400.0,3874.0,1
280000.0,2,2,1,44,0,0,0,0,0,264.0,252.0,2656.0,5410.0,5834.0,0.0,0
400000.0,1,1,1,46,0,0,0,0,0,4237.0,4000.0,1800.0,5000.0,4183.0,3613.0,0
30000.0,2,2,2,36,0,0,0,0,0,1600.0,1600.0,1600.0,1000.0,1000.0,1000.0,0
140000.0,1,1,2,27,0,0,0,0,0,0.0,825.0,0.0,528.0,416.0,1059.0,1
30000.0,2,3,2,43,2,2,2,3,2,500.0,2000.0,1300.0,0.0,0.0,1400.0,0
30000.0,2,3,1,38,0,0,0,0,0,835.0,8939.0,5480.0,0.0,1996.0,0.0,0
200000.0,2,1,2,29,1,0,0,0,0,0.0,35063.0,16720.0,0.0,5799.0,0.0,1
270000.0,1,3,1,32,3,0,0,0,0,0.0,7100.0,5500.0,6000.0,6000.0,5100.0,0
300000.0,1,1,1,44,0,0,0,0,0,3000.0,2000.0,1500.0,3000.0,1000.0,3000.0,0
260000.0,2,1,1,32,0,2,0,0,0,2268.0,0.0,1732.0,718.0,165.0,3735.0,0
130000.0,2,3,1,38,0,0,0,0,0,3516.0,4112.0,2007.0,2516.0,1119.0,1016.0,1
50000.0,2,2,2,31,2,2,2,2,2,1800.0,1500.0,1300.0,1300.0,1400.0,1500.0,1
170000.0,1,1,2,26,0,0,0,0,0,1512.0,1362.0,1591.0,3524.0,8545.0,1485.0,0
20000.0,2,2,1,50,1,0,0,0,0,5000.0,2200.0,6050.0,5000.0,3000.0,2000.0,0
80000.0,2,1,2,25,2,0,0,0,0,3238.0,3103.0,3000.0,1800.0,1500.0,1700.0,1
80000.0,1,2,2,26,0,0,0,0,0,0.0,500.0,500.0,0.0,820.0,500.0,0
210000.0,1,1,2,39,0,0,0,0,0,6536.0,72037.0,5015.0,12000.0,5000.0,5000.0,0
200000.0,2,1,1,42,0,0,0,0,0,0.0,0.0,5144.0,0.0,931.0,0.0,0
220000.0,2,2,1,36,2,2,0,0,0,8200.0,0.0,7000.0,7000.0,7200.0,23700.0,1
160000.0,2,3,2,32,0,0,0,0,0,3645.0,2688.0,2142.0,7139.0,1872.0,10573.0,1
150000.0,2,4,2,29,0,0,0,0,0,2012.0,3310.0,11164.0,18800.0,10000.0,16910.0,0
360000.0,2,2,2,26,2,0,0,0,0,1000.0,3548.0,1000.0,5995.0,10136.0,5882.0,0
210000.0,1,2,1,48,0,0,0,0,0,8100.0,7000.0,4000.0,5000.0,1500.0,4100.0,0
190000.0,1,2,1,43,0,0,0,0,0,4000.0,4000.0,5000.0,4000.0,4000.0,5000.0,1
50000.0,2,1,2,23,0,0,0,0,0,1413.0,1386.0,1399.0,876.0,1000.0,959.0,0
50000.0,1,2,2,25,0,0,0,0,0,1502.0,1522.0,1505.0,1000.0,1000.0,1000.0,0
210000.0,2,1,2,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,1,3,2,42,0,2,2,2,0,1974.0,0.0,700.0,0.0,550.0,1100.0,1
50000.0,2,2,2,26,2,0,0,0,0,1800.0,3000.0,1000.0,3041.0,0.0,0.0,1
50000.0,1,2,2,37,2,2,2,0,0,7300.0,3200.0,0.0,3000.0,5400.0,5000.0,1
270000.0,2,1,1,41,0,0,0,0,0,0.0,3568.0,1280.0,1898.0,0.0,2605.0,0
210000.0,2,2,1,47,0,0,0,0,0,1500.0,2000.0,2000.0,3000.0,3000.0,1000.0,0
90000.0,1,2,1,48,0,0,0,0,0,2919.0,3005.0,1700.0,1722.0,1414.0,1061.0,0
10000.0,2,3,1,34,0,0,0,0,0,1307.0,1200.0,1012.0,2530.0,6727.0,56.0,1
240000.0,1,1,2,35,0,0,0,0,0,10851.0,22258.0,20076.0,2099.0,5827.0,0.0,0
150000.0,1,2,2,35,0,0,0,0,0,20000.0,30000.0,54340.0,0.0,2129.0,0.0,0
150000.0,2,1,2,25,0,0,0,0,0,13879.0,4000.0,0.0,0.0,1310.0,0.0,0
310000.0,1,2,2,42,0,0,0,0,0,7000.0,6630.0,6379.0,6586.0,7086.0,7522.0,1
230000.0,2,2,1,35,0,0,0,0,0,2969.0,13441.0,0.0,8818.0,4.0,28.0,0
140000.0,1,2,2,33,0,0,0,0,0,15.0,10014.0,20000.0,10000.0,10000.0,7548.0,0
30000.0,1,2,2,23,0,0,0,0,0,2000.0,2000.0,1400.0,2000.0,2100.0,2500.0,0
20000.0,2,2,2,42,2,2,2,2,2,0.0,2344.0,800.0,683.0,0.0,1500.0,1
180000.0,1,1,2,34,0,0,0,0,0,3018.0,3772.0,5254.0,2098.0,3403.0,215.0,0
360000.0,2,1,2,31,0,0,0,0,0,16059.0,6482.0,13242.0,24011.0,5497.0,5415.0,0
50000.0,2,4,1,29,0,0,0,0,0,4000.0,2257.0,2000.0,2000.0,700.0,600.0,0
140000.0,2,2,2,26,0,2,0,0,0,2100.0,6.0,4578.0,1427.0,1500.0,26291.0,1
180000.0,2,1,1,35,0,0,0,0,0,5705.0,3003.0,10607.0,7976.0,5412.0,2460.0,0
150000.0,2,3,1,45,0,0,0,0,0,2200.0,2200.0,2300.0,2213.0,2300.0,2245.0,0
70000.0,2,1,1,32,0,0,0,0,0,2900.0,2766.0,3648.0,2700.0,2487.0,2600.0,1
210000.0,1,2,1,34,3,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1
300000.0,2,2,2,35,0,0,0,0,0,1006.0,350.0,5107.0,0.0,3028.0,60.0,0
30000.0,2,2,2,35,0,0,0,0,0,1779.0,3345.0,0.0,0.0,0.0,0.0,0
50000.0,1,2,1,37,1,0,0,0,0,780.0,390.0,780.0,0.0,0.0,0.0,0
400000.0,2,1,2,33,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
20000.0,2,1,2,26,0,0,0,0,0,1072.0,390.0,390.0,390.0,0.0,780.0,0
30000.0,1,1,2,25,0,0,0,0,0,1800.0,1800.0,1300.0,1560.0,1000.0,1100.0,1
60000.0,2,3,2,27,0,0,0,0,0,2000.0,2000.0,2500.0,1700.0,2000.0,1700.0,0
50000.0,2,2,2,29,0,0,0,0,0,1800.0,1500.0,1800.0,1000.0,1200.0,1200.0,0
100000.0,1,1,1,44,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
130000.0,1,1,2,48,0,0,0,0,0,4843.0,2608.0,2005.0,1180.0,1100.0,1234.0,0
450000.0,1,1,2,37,0,0,0,0,0,6000.0,4000.0,6000.0,5000.0,2000.0,2092.0,0
50000.0,1,3,2,54,0,0,0,0,0,2212.0,2126.0,415.0,401.0,559.0,554.0,0
90000.0,2,1,2,28,0,0,2,2,2,1700.0,2404.0,1500.0,3000.0,2500.0,600.0,0
50000.0,1,1,2,34,0,0,0,0,0,2573.0,2000.0,500.0,459.0,500.0,500.0,0
200000.0,2,2,1,44,0,0,0,0,0,1336.0,8457.0,48757.0,4200.0,7312.0,21740.0,0
30000.0,1,3,1,52,2,2,0,0,0,0.0,0.0,0.0,0.0,594.0,0.0,0
80000.0,1,2,2,30,0,0,0,0,0,20000.0,539.0,16673.0,21473.0,10715.0,10000.0,0
270000.0,2,1,2,27,0,0,0,0,0,1500.0,2000.0,2000.0,1000.0,37500.0,1000.0,0
500000.0,2,1,2,37,0,0,0,0,0,4000.0,3000.0,2000.0,2000.0,3000.0,7000.0,0
40000.0,2,2,2,26,0,0,0,0,0,2000.0,2000.0,5000.0,516.0,39235.0,2000.0,0
220000.0,1,4,2,23,0,0,0,0,0,7500.0,7500.0,7000.0,8000.0,8000.0,1500.0,0
20000.0,1,2,2,39,0,0,0,0,0,1171.0,2000.0,0.0,0.0,0.0,0.0,0
100000.0,1,2,2,26,0,0,0,0,0,0.0,214.0,0.0,107.0,38362.0,1600.0,1
360000.0,2,2,1,35,0,0,0,0,0,24976.0,10786.0,21916.0,21904.0,9261.0,22127.0,1
20000.0,2,2,1,24,0,0,0,0,0,1688.0,1463.0,1379.0,2668.0,390.0,390.0,0
50000.0,2,3,2,29,0,0,0,0,0,1840.0,1311.0,2000.0,42705.0,1569.0,2822.0,0
260000.0,2,2,2,35,0,0,0,0,0,188.0,188.0,188.0,194.0,188.0,221.0,0
180000.0,2,2,2,27,0,2,0,0,0,2300.0,0.0,288.0,143.0,246.0,33.0,0
110000.0,1,3,2,36,0,0,0,0,0,1260.0,0.0,0.0,0.0,0.0,0.0,1
360000.0,1,2,3,32,0,0,0,0,0,326.0,56663.0,11013.0,7091.0,0.0,0.0,0
90000.0,2,3,2,25,0,0,0,0,0,2400.0,1502.0,2006.0,1500.0,1500.0,1500.0,0
50000.0,2,2,2,37,0,2,0,0,0,3800.0,0.0,805.0,818.0,1000.0,592.0,0
110000.0,1,2,2,34,0,0,0,0,0,4100.0,3680.0,2511.0,2350.0,2370.0,2610.0,0
50000.0,2,2,1,37,0,0,0,0,0,1366.0,1400.0,1200.0,5000.0,5017.0,71.0,0
200000.0,2,2,2,46,0,0,0,0,0,4593.0,14955.0,5143.0,5166.0,5349.0,5538.0,0
210000.0,2,2,2,41,0,0,0,0,0,8333.0,0.0,0.0,0.0,0.0,0.0,0
360000.0,1,1,1,35,1,0,0,0,0,396.0,396.0,396.0,396.0,396.0,396.0,0
370000.0,2,2,2,29,4,2,0,0,0,0.0,0.0,10019.0,11000.0,10000.0,10000.0,1
260000.0,2,2,1,45,0,0,0,0,0,6302.0,5300.0,2600.0,2500.0,5000.0,15000.0,0
20000.0,1,2,2,26,1,3,2,3,2,0.0,0.0,1000.0,1400.0,0.0,3000.0,0
30000.0,1,2,2,24,2,0,0,2,2,1779.0,1402.0,2042.0,0.0,2192.0,0.0,1
390000.0,1,2,2,29,0,0,0,0,0,30000.0,9000.0,5000.0,2815.0,2111.0,3000.0,0
320000.0,1,3,2,52,0,0,0,0,0,5000.0,5000.0,5000.0,5000.0,5000.0,5000.0,0
150000.0,2,3,2,33,0,0,0,0,0,2100.0,2785.0,947.0,0.0,1956.0,900.0,0
100000.0,1,2,1,30,0,0,0,0,0,416.0,1005.0,1416.0,416.0,416.0,0.0,0
470000.0,2,1,1,37,0,0,0,0,0,5305.0,3500.0,38007.0,3000.0,3507.0,2500.0,0
60000.0,1,1,2,39,0,0,0,0,0,2050.0,2053.0,2219.0,2200.0,2394.0,1890.0,0
80000.0,1,1,1,45,0,0,0,0,0,1473.0,24770.0,3366.0,1473.0,44314.0,4000.0,1
200000.0,2,3,1,34,0,0,0,0,0,10000.0,17014.0,15019.0,15000.0,15000.0,10000.0,0
90000.0,2,2,1,25,0,0,0,0,0,2018.0,2033.0,2016.0,2010.0,2010.0,1114.0,0
360000.0,2,3,1,47,0,0,0,0,0,0.0,3998.0,0.0,0.0,7429.0,490.0,1
140000.0,2,1,2,38,0,0,0,0,0,8638.0,620.0,16032.0,2856.0,4197.0,920.0,0
120000.0,2,2,2,25,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1500.0,1
100000.0,2,2,1,29,1,3,2,2,2,0.0,0.0,3200.0,3000.0,0.0,3300.0,0
30000.0,1,3,2,29,1,0,0,0,0,0.0,0.0,0.0,0.0,7035.0,0.0,1
50000.0,1,3,1,51,0,0,0,0,0,8338.0,22232.0,4985.0,6551.0,5000.0,5000.0,0
260000.0,2,1,1,42,0,0,0,0,0,616.0,450.0,773.0,268.0,402.0,334.0,0
20000.0,1,2,2,24,0,2,2,0,0,4007.0,700.0,0.0,1000.0,2000.0,800.0,1
500000.0,2,1,1,34,0,0,0,0,0,30007.0,30000.0,50000.0,5000.0,5000.0,30000.0,0
140000.0,2,1,2,32,0,0,0,2,2,7000.0,0.0,5000.0,9100.0,3400.0,0.0,0
50000.0,2,3,3,43,0,0,0,0,0,12009.0,2111.0,11000.0,1000.0,6000.0,6001.0,0
230000.0,2,3,1,49,0,0,0,0,0,10000.0,8000.0,7000.0,10000.0,10000.0,8000.0,0
70000.0,2,2,1,32,2,3,2,0,0,6600.0,0.0,0.0,2500.0,5500.0,0.0,0
90000.0,1,2,2,28,2,0,0,2,2,2000.0,3000.0,2000.0,0.0,3400.0,0.0,1
50000.0,2,2,1,40,0,0,0,0,0,2000.0,3000.0,3000.0,3000.0,2000.0,1000.0,1
70000.0,2,3,2,40,0,0,0,0,0,14011.0,14494.0,6019.0,7010.0,8007.0,5008.0,0
20000.0,2,3,1,41,0,0,2,2,2,1146.0,1811.0,0.0,876.0,0.0,374.0,0
20000.0,2,1,2,23,0,0,0,0,0,1642.0,2000.0,1000.0,1730.0,587.0,208.0,0
360000.0,2,3,1,43,0,0,0,0,0,0.0,2050.0,754.0,0.0,0.0,1738.0,1
70000.0,1,2,2,31,0,0,0,0,0,2864.0,2501.0,1417.0,1500.0,5050.0,1279.0,0
260000.0,2,3,2,27,0,0,0,0,0,3834.0,4523.0,3154.0,2025.0,1709.0,2011.0,0
50000.0,2,2,2,49,2,0,0,0,0,1325.0,1512.0,532.0,514.0,524.0,384.0,0
80000.0,1,1,1,37,2,2,2,2,2,2700.0,0.0,4500.0,2500.0,2500.0,2400.0,0
150000.0,2,1,2,26,0,0,0,0,0,5018.0,6701.0,54579.0,983.0,25580.0,26738.0,0
60000.0,1,1,2,28,0,0,0,2,0,2120.0,2000.0,2269.0,0.0,1200.0,2269.0,1
70000.0,2,2,1,42,2,2,2,2,2,2200.0,2000.0,2500.0,2100.0,2200.0,2100.0,1
140000.0,2,2,2,30,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0
50000.0,1,2,1,45,0,0,0,0,0,942.0,942.0,390.0,390.0,390.0,0.0,1
50000.0,1,2,2,23,0,0,0,0,0,2472.0,1234.0,785.0,900.0,2800.0,1500.0,0
360000.0,2,2,1,33,0,0,0,0,0,11083.0,8948.0,8727.0,9118.0,9026.0,8997.0,0
150000.0,1,1,2,27,0,0,0,0,0,3100.0,3500.0,3000.0,5000.0,3000.0,2500.0,0
80000.0,2,1,2,26,0,0,0,0,0,3700.0,2000.0,2000.0,3500.0,2000.0,4000.0,0
50000.0,2,2,2,22,0,0,0,0,0,1513.0,1500.0,1000.0,978.0,839.0,1800.0,0
80000.0,1,2,1,56,0,0,0,0,0,2800.0,2340.0,2009.0,1793.0,1700.0,1812.0,0
300000.0,2,2,2,27,0,0,0,0,0,1200.0,1164.0,1069.0,81.0,4851.0,3333.0,0
180000.0,1,2,1,33,0,0,0,0,0,20135.0,12099.0,1800.0,49000.0,1500.0,6000.0,0
30000.0,2,2,1,22,1,2,0,0,0,1000.0,0.0,0.0,0.0,0.0,0.0,1
50000.0,2,2,1,37,0,0,0,0,0,2157.0,4204.0,390.0,390.0,540.0,540.0,0
80000.0,2,3,1,45,0,0,0,0,0,1587.0,1877.0,1768.0,1292.0,900.0,1365.0,0
30000.0,1,2,1,30,0,0,0,0,0,2000.0,1200.0,1000.0,0.0,1500.0,0.0,0
200000.0,2,1,2,27,0,0,0,0,0,7194.0,6760.0,5018.0,5370.0,5294.0,5300.0,0
120000.0,2,3,2,37,0,0,0,0,0,1616.0,776.0,776.0,776.0,776.0,776.0,1
420000.0,2,2,1,37,0,0,0,0,0,6000.0,6045.0,5000.0,6000.0,5000.0,4000.0,0
300000.0,2,3,2,31,0,0,0,0,0,4505.0,6039.0,1800.0,1500.0,8600.0,8500.0,0
340000.0,1,2,1,43,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1
100000.0,1,2,1,38,0,0,0,0,0,2000.0,2000.0,2007.0,2000.0,2000.0,5000.0,0
500000.0,2,3,2,44,0,0,0,0,0,1275.0,0.0,0.0,1300.0,0.0,0.0,0
120000.0,1,2,2,34,1,2,3,2,0,2000.0,4000.0,0.0,0.0,2000.0,2000.0,1
100000.0,2,3,1,32,0,2,2,2,2,5884.0,0.0,2270.0,1300.0,3000.0,1700.0,0
140000.0,2,2,1,37,0,0,0,0,0,3000.0,3000.0,3000.0,3000.0,4000.0,4000.0,0
80000.0,2,2,1,41,0,0,0,0,0,3500.0,3700.0,3000.0,3000.0,2793.0,3000.0,1
180000.0,1,2,2,34,0,0,0,0,0,0.0,0.0,866.0,0.0,0.0,0.0,0
120000.0,2,1,1,42,0,0,0,0,0,881.0,1781.0,1885.0,607.0,687.0,1203.0,1
110000.0,2,2,1,28,0,0,0,0,2,3021.0,2800.0,2710.0,5227.0,0.0,1900.0,0
380000.0,2,3,2,39,0,0,0,0,0,10000.0,60218.0,10076.0,15012.0,20667.0,15000.0,0
300000.0,2,1,2,28,0,0,0,0,0,1033.0,1000.0,0.0,1500.0,2900.0,3000.0,0
180000.0,2,1,1,43,0,0,0,0,0,6000.0,6382.0,5000.0,4649.0,5084.0,4564.0,0
70000.0,2,4,1,23,0,0,0,0,0,1516.0,2000.0,1600.0,1215.0,1300.0,1500.0,0
140000.0,2,1,2,27,0,0,0,0,0,7000.0,5341.0,4000.0,3500.0,3000.0,13000.0,0
180000.0,2,3,1,31,0,0,0,0,0,3100.0,3200.0,3210.0,2700.0,2800.0,3000.0,0
300000.0,2,1,2,35,0,0,0,0,0,344.0,891.0,889.0,889.0,739.0,1807.0,0
240000.0,2,2,1,40,0,0,0,0,0,326.0,326.0,326.0,326.0,326.0,326.0,0
30000.0,2,2,2,25,0,0,0,0,0,1232.0,31484.0,1444.0,1000.0,1100.0,1491.0,0
30000.0,2,2,2,33,0,0,0,0,0,1451.0,1408.0,1000.0,964.0,1136.0,716.0,1
200000.0,2,2,1,44,0,0,2,0,0,3030.0,4452.0,0.0,708.0,656.0,1000.0,0
400000.0,2,3,1,44,0,0,0,0,0,3557.0,2350.0,5700.0,1000.0,1000.0,1000.0,0
170000.0,1,4,1,40,0,0,0,0,0,2100.0,50269.0,3567.0,0.0,0.0,0.0,0
320000.0,2,1,2,24,0,0,0,0,0,4000.0,4002.0,3000.0,15000.0,5000.0,5000.0,0
120000.0,2,2,2,23,0,0,0,0,0,4700.0,3538.0,3000.0,3000.0,3000.0,5000.0,0
60000.0,2,2,2,24,0,0,0,0,0,1450.0,1724.0,1600.0,1000.0,1000.0,2500.0,1
100000.0,2,3,1,44,2,0,0,0,2,0.0,1529.0,1233.0,1195.0,0.0,1300.0,1
60000.0,2,3,1,51,0,0,0,0,0,2435.0,2575.0,1404.0,990.0,1347.0,1316.0,0
80000.0,2,1,1,38,0,0,0,0,0,6259.0,1393.0,1627.0,5189.0,10747.0,4412.0,0
10000.0,2,2,3,46,1,0,0,0,0,0.0,1006.0,1390.0,1000.0,1000.0,2000.0,0
110000.0,2,1,2,24,0,2,0,0,0,6001.0,5000.0,5060.0,2000.0,3000.0,5000.0,0
300000.0,2,1,2,36,0,0,0,0,0,469.0,899.0,0.0,0.0,0.0,1051.0,0
180000.0,2,2,2,35,0,0,0,0,0,4194.0,1300.0,0.0,4689.0,0.0,1582.0,0
230000.0,2,2,1,34,0,0,0,0,0,1401.0,1635.0,4180.0,2667.0,3915.0,2091.0,0
50000.0,1,1,2,24,0,0,0,0,0,4324.0,1861.0,0.0,1780.0,2581.0,2140.0,0
100000.0,2,2,1,43,0,0,0,0,0,4366.0,5100.0,2000.0,0.0,0.0,0.0,0
360000.0,1,3,1,49,0,0,0,0,0,5729.0,5365.0,4664.0,3890.0,3899.0,4724.0,0
50000.0,2,1,2,28,0,0,0,0,0,1807.0,2016.0,1796.0,1570.0,10000.0,1778.0,0
230000.0,2,1,1,39,0,0,0,0,0,2305.0,2515.0,2370.0,2180.0,2500.0,2200.0,0
110000.0,1,1,2,29,0,0,0,0,0,3000.0,3500.0,5500.0,10000.0,6000.0,10000.0,0
30000.0,2,2,1,32,0,0,0,0,0,0.0,0.0,0.0,710.0,1042.0,0.0,0
80000.0,2,1,2,26,0,0,0,0,0,5000.0,3500.0,3000.0,2800.0,3000.0,3000.0,0
400000.0,2,2,2,43,0,0,0,0,0,18400.0,15000.0,492.0,15000.0,7725.0,3000.0,0
80000.0,2,2,1,49,0,0,0,0,0,0.0,390.0,390.0,721.0,0.0,461.0,1
210000.0,2,2,1,41,0,0,0,0,0,42000.0,9600.0,7978.0,6728.0,6728.0,6728.0,0
100000.0,2,2,2,25,0,0,0,0,0,2300.0,2500.0,2500.0,2500.0,3500.0,2602.0,0
200000.0,2,1,2,29,0,0,0,0,0,0.0,792.0,0.0,0.0,1500.0,1688.0,1
90000.0,2,2,2,26,0,0,2,0,0,4100.0,8548.0,0.0,1527.0,1617.0,1490.0,0
90000.0,2,2,2,23,0,0,0,0,0,4234.0,6000.0,3000.0,3010.0,5000.0,3000.0,0
170000.0,2,2,1,38,0,0,0,0,0,6439.0,29271.0,0.0,0.0,0.0,2730.0,0
180000.0,2,3,1,34,0,0,0,0,0,5644.0,5962.0,4374.0,3895.0,3691.0,3694.0,0
20000.0,2,2,1,36,0,0,0,0,0,2000.0,1283.0,1003.0,1000.0,1002.0,1005.0,0
60000.0,2,2,1,46,0,0,0,0,0,2145.0,1612.0,1404.0,1442.0,1445.0,1389.0,0
170000.0,1,2,2,29,0,0,0,0,0,64612.0,4000.0,910.0,9080.0,4839.0,5130.0,0
30000.0,1,1,2,41,2,2,2,2,0,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0
130000.0,2,2,1,40,0,0,0,0,0,1445.0,1651.0,0.0,390.0,0.0,780.0,0
140000.0,1,1,2,25,0,0,0,0,0,3500.0,4790.0,3092.0,3148.0,2981.0,3912.0,0
50000.0,1,1,2,25,4,4,4,3,2,2000.0,2000.0,0.0,0.0,0.0,3001.0,0
170000.0,2,3,1,54,0,0,0,0,0,7020.0,7005.0,7000.0,6000.0,6000.0,6000.0,0
210000.0,1,1,2,30,0,0,0,0,0,1032.0,2234.0,0.0,932.0,1014.0,1000.0,0
290000.0,2,2,1,37,0,0,0,0,0,20078.0,5017.0,509.0,29526.0,35000.0,1500.0,0
500000.0,2,2,1,41,0,2,0,0,0,65215.0,326.0,5494.0,30328.0,11658.0,132.0,0
50000.0,2,3,1,44,0,0,0,0,0,1762.0,2311.0,2200.0,176.0,180.0,9769.0,0
50000.0,1,4,2,49,0,0,0,0,0,1615.0,2507.0,10814.0,344.0,359.0,401.0,0
170000.0,2,2,1,29,0,0,0,0,0,2235.0,2493.0,2585.0,1683.0,1901.0,2111.0,0
20000.0,1,2,2,23,0,0,0,0,0,1700.0,1262.0,1244.0,595.0,1000.0,1000.0,0
260000.0,1,1,2,28,0,0,0,0,0,650.0,1000.0,644.0,1000.0,1300.0,825.0,0
340000.0,2,2,2,39,0,0,0,0,0,10034.0,50024.0,1800.0,4933.0,10114.0,2014.0,0
40000.0,1,1,1,37,0,0,2,2,0,1500.0,3005.0,0.0,0.0,2000.0,4000.0,0
200000.0,2,1,2,31,0,0,0,0,0,6887.0,7019.0,7000.0,7200.0,7200.0,7000.0,0
20000.0,2,2,2,22,0,0,0,0,0,1466.0,2000.0,1000.0,600.0,0.0,0.0,0
130000.0,2,1,2,23,0,0,0,0,0,13485.0,3656.0,5024.0,13734.0,3000.0,822.0,0
500000.0,2,1,2,39,0,0,0,0,0,5467.0,5026.0,0.0,0.0,0.0,0.0,0
